0.2750255,-0.0151548,0.2748195,0.66043,0.625,0.432876712328767,0
-0.195048,-0.0801625,0.200246,0.690086,0,0.69041095890411,0
0.0497705,0.2652055,0.225139,0.599523,0,0.632876712328767,0
0.294911,0.474794,0.2897965,0.669592,0,0.380821917808219,0
0.01979165,0.285153,0.3548585,0.709964,0.25,0.619178082191781,0
-0.01476535,-0.0550985,0.335162,0.830365,0.375,0.594520547945205,0
0.02514665,0.03502745,0.315016,0.769982,0.75,0.558904109589041,0
0.1701185,0.404841,0.380057,0.809873,0,0.578082191780822,0
0.0150675,-0.0050181,0.164836,0.439832,0,0.331506849315069,0
0.2552055,0.404975,0.215155,0.509795,0.625,0.471232876712329,0
-0.0249076,0.114774,0.1901905,0.390008,0.875,0.438356164383562,0
-0.170155,0.0102321,0.1649785,0.649882,0,0.43013698630137,0
0.4452055,0.614975,0.365155,0.889795,0,0.471232876712329,0
-0.03998965,-0.1400465,0.254967,0.77024,0,0.586301369863014,0
0.24486,0.1751465,0.3851135,0.729506,0.375,0.561643835616438,0
0.1649415,0.50998,0.2898215,0.710243,0.875,0.443835616438356,0
0.085044,0.505035,0.214789,0.739674,0,0.402739726027397,0
0.3297845,0.444929,0.275224,0.67024,0.125,0.419178082191781,0
0.154981,0.0150924,0.245223,0.550043,0,0.441095890410959,0
-0.0799975,-0.0649275,0.335087,0.729541,0,0.553424657534247,0
-0.0702055,-0.1101645,0.244814,0.85,0,0.53972602739726,0
0.404996,0.164897,0.349995,0.86026,0.5,0.745205479452055,0
0.105016,0.3248675,0.2299965,0.709853,0,0.671232876712329,0
-0.049894,0.02004405,0.3750625,0.869754,0.875,0.405479452054795,0
0.124981,0.1350925,0.350223,0.780043,0,0.441095890410959,0
0.00516815,0.25486,0.3047995,0.760232,0.25,0.564383561643836,0
0.44986,0.3951465,0.3751135,0.899506,0,0.561643835616438,0
0.1648355,0.63997,0.289924,0.610103,0,0.536986301369863,0
-0.01002185,0.054771,0.3400765,0.780227,0.5,0.347945205479452,0
-0.070172,0.070017,0.259929,0.689663,0,0.624657534246575,0
0.079845,-0.054768,0.3449785,0.849882,0.875,0.43013698630137,0
-0.070073,-0.0249238,0.1548835,0.46965,0,0.506849315068493,1
-0.0199745,0.184845,0.1248195,0.33043,0,0.432876712328767,1
0.264956,0.439893,0.2501695,0.529515,0,0.482191780821918,1
-0.2300045,0.0552125,0.1049465,0.540065,0,0.657534246575342,1
-0.1799335,0.2200705,0.0649375,0.250288,0,0.56986301369863,1
-0.090146,0.0550205,0.254841,0.509803,0,0.457534246575342,1
-0.3199795,-0.00523695,0.0248971,0.189743,0,0.454794520547945,1
-0.0148469,-0.02489815,0.069946,0.200383,0,0.616438356164384,1
-0.159955,-0.259762,0.0949245,0.440001,0,0.520547945205479,1
0.1847945,0.3398355,0.134814,0.41,0,0.53972602739726,1
0.059944,-0.059955,0.3047905,0.699676,0.5,0.523287671232877,1
-0.04488155,0.489841,0.110057,0.479873,0,0.578082191780822,1
-0.0400253,0.2949415,0.0999875,0.329611,0,0.446575342465753,1
-0.0397755,-0.110172,0.2800855,0.719776,0,0.627397260273973,1
0.320031,0.349778,0.1551475,0.640215,0,0.389041095890411,1
-0.1002445,-0.0352343,0.149945,0.320456,0,0.463013698630137,1
-0.260107,0.059914,0.160049,0.479802,0,0.479452054794521,1
0.0698255,-0.03014675,0.11489,0.470332,0,0.646575342465753,1
0.2851595,0.1502345,0.3549,0.860459,0.125,0.597260273972603,0
