1.325571,-0.239006,-1.840964,-0.571559,-0.800757,0.952266,-0.355624,0.841535,1.438591,-0.140850,-0.257904,-0.508072,-0.886999,0.472882,0.512994,0.509086,0
-1.979184,-0.840905,-2.190655,-0.697443,-0.303885,-0.779419,0.138041,0.129612,0.534373,-0.655122,-1.568888,-0.707018,0.560395,-0.553976,0.337860,-1.114724,1
1.958699,-0.670804,0.788720,-0.964365,0.195189,-0.347663,-0.299072,-0.774857,0.892910,-0.200238,0.109747,0.467337,-1.755661,1.151081,0.778812,1.010620,0
-1.076358,-0.355561,-0.181266,0.029320,0.544538,-0.737527,-0.467731,-0.152138,0.032438,0.507874,0.766253,0.111044,-0.335838,1.725271,-0.212459,0.476208,1
0.471000,-1.475649,-0.336129,-0.659939,1.024694,1.061743,-0.702440,0.632484,-0.934757,-0.028491,0.583452,-0.049222,0.948594,0.810617,1.319522,-0.866604,0
-2.712554,0.928700,1.643587,-0.663670,0.545015,-0.945420,1.271926,-0.513699,-0.467498,0.415512,-0.108626,0.220575,0.486706,0.127001,1.105716,2.504027,1
0.003880,-0.289285,0.143412,-0.758502,0.090282,0.156358,-0.683761,-0.213213,0.525448,1.385705,0.705649,0.258508,-0.329396,0.157503,0.245126,-0.380046,0
-1.106914,0.232178,-0.711945,-1.303649,-0.162505,1.112087,-1.172581,-1.730340,-0.047787,-0.977674,0.991912,-0.684003,-0.459929,0.200327,0.104379,1.232774,1
1.497623,0.389146,0.907499,-0.602935,-0.388512,-0.020616,-0.539426,-0.695024,0.664398,0.009640,-0.659765,-0.571381,-0.483016,0.472997,-0.394413,0.003908,0
-0.365359,-0.828771,1.304289,0.634851,0.468289,0.675092,-0.478522,0.522535,-0.183052,-0.270167,-0.659579,-1.309931,-0.995564,-0.504410,-0.697365,0.941340,1
-0.509262,0.742917,-0.080997,0.302395,0.446780,1.647280,0.837350,-0.482119,0.076752,-0.315834,1.444007,-0.731380,1.333167,0.322613,-1.390331,0.086874,0
-1.298445,2.289162,0.456091,0.285829,1.092308,-0.350752,-1.369389,0.534688,1.125958,0.380407,1.617205,-0.841291,0.148218,0.316633,-1.285356,0.313080,1
1.043580,0.361216,0.198698,0.548677,0.610976,0.241513,0.569652,-0.732114,-1.597626,-0.603140,0.924856,-0.420365,0.560673,-0.190042,0.274397,0.563803,0
