-1 1:0.2549 2:0.105224 3:0.2747645 4:0.620323 5:0.125 6:0.4109589
-1 1:-0.2602295 2:0.2152055 3:0.260139 4:0.829523 5:0 6:0.6328767
-1 1:0.4098475 2:0.784795 3:0.3797915 4:0.820101 5:0 6:0.5424658
-1 1:0.140044 2:0.195037 3:0.314789 4:0.809674 5:0 6:0.4027397
-1 1:0.13997 2:0.4251985 3:0.2751225 4:0.710411 5:0 6:0.5342466
-1 1:0.3000655 2:0.1851585 3:0.3599475 4:0.730286 5:0 6:0.4931507
-1 1:0.064853 2:0.1199955 3:0.265017 4:0.680131 5:0 6:0.660274
-1 1:0.2550255 2:0.189845 3:0.2398195 4:0.51043 5:0 6:0.4328767
-1 1:0.259763 2:0.52008 3:0.400024 4:0.839859 5:0 6:0.4520548
-1 1:0.329792 2:0.4451165 3:0.349762 4:0.849724 5:0.25 6:0.7178082
-1 1:0.2649305 2:0.2100795 3:0.514965 4:0.849867 5:0.25 6:0.3616438
-1 1:0.28516 2:0.3600105 3:0.3799455 4:0.889755 5:0.125 6:0.5890411
-1 1:-0.0098416 2:0.0248382 3:0.125007 4:0.409803 5:0 6:0.490411
-1 1:0.4200275 2:0.4350025 3:0.410007 4:0.88966 5:0.125 6:0.5561644
-1 1:0.3750025 2:0.4900725 3:0.390087 4:0.849541 5:0 6:0.5534247
-1 1:-0.0349185 2:-0.0200253 3:0.300221 4:0.700149 5:0.125 6:0.4493151
-1 1:0.309981 2:0.1500925 3:0.265223 4:0.660043 5:0 6:0.4410959
-1 1:-0.04488155 2:-0.0201592 3:0.290057 4:0.709873 5:0.25 6:0.5780822
-1 1:-0.00993345 2:0.1500705 3:0.3049375 4:0.740288 5:0 6:0.569863
-1 1:0.054893 2:0.299914 3:0.280049 4:0.069802 5:0.25 6:0.4794521
-1 1:-0.0500095 2:0.2899165 3:0.2301405 4:0.789585 5:0 6:0.7123288
-1 1:0.01492885 2:-0.0248657 3:0.080182 4:0.480456 5:0 6:0.4164384
-1 1:0.1299745 2:0.1399415 3:0.1899875 4:0.469611 5:0.5 6:0.4465753
-1 1:0.3648355 2:0.57497 3:0.349924 4:0.730103 5:0 6:0.5369863
-1 1:0.4151595 2:0.2502345 3:0.3499 4:0.870459 5:0 6:0.5972603
-1 1:0.3199605 2:0.195149 3:0.465059 4:0.769914 5:0.625 6:0.6410959
-1 1:-0.0102186 2:0.180175 3:0.400133 4:0.820217 5:0.5 6:0.6027397
-1 1:0.1501435 2:-0.1149395 3:0.245073 4:0.729839 5:0 6:0.4986301
-1 1:0.0248353 2:-0.32003 3:0.204924 4:0.590103 5:0.75 6:0.5369863
-1 1:-3.926975e-05 2:-0.069851 3:0.375059 4:0.819914 5:0 6:0.6410959
-1 1:0.0752365 2:0.159995 3:0.3650125 4:0.869914 5:0 6:0.5479452
1 1:0.0649905 2:0.4849165 3:0.1201405 4:0.409585 5:0 6:0.7123288
1 1:-0.1201315 2:-0.240073 3:0.0998215 4:0.270318 5:0.25 6:0.509589
1 1:0.1051855 2:-0.2848085 3:0.1248015 4:0.399964 5:0 6:0.3726027
1 1:0.2748675 2:0.50479 3:0.200149 4:0.550209 5:0 6:0.6684932
1 1:-0.0302443 2:0.2747655 3:0.02494505 4:0.130456 5:0 6:0.4630137
1 1:-0.04483185 2:0.18486 3:0.0497996 4:0.220232 5:0 6:0.5643836
1 1:0.1647655 2:0.109854 3:0.3098565 4:0.73004 5:0.125 6:0.460274
1 1:0.18486 2:0.4901465 3:0.1251135 4:0.379506 5:0.375 6:0.5616438
1 1:0.1500705 2:0.330168 3:0.2200745 4:0.530159 5:0 6:0.5671233
1 1:0.0800105 2:0.00495347 3:0.124967 4:0.48024 5:0 6:0.5863014
1 1:0.01481515 2:0.3901435 3:0.15976 4:0.409911 5:0 6:0.5013699
1 1:-0.04000465 2:0.2602125 3:0.1899465 4:0.680065 5:0 6:0.6575342
1 1:0.1647985 2:0.339877 3:0.175046 4:0.529786 5:0.375 6:0.6821918
1 1:-0.1148815 2:-0.0451592 3:0.060057 4:0.209873 5:0 6:0.5780822
1 1:0.260224 2:0.635105 3:0.264887 4:0.689969 5:0 6:0.4082192
1 1:-0.0199297 2:0.285168 3:-0.00992565 4:0.0501595 5:0 6:0.5671233
1 1:0.214771 2:0.2650885 3:0.190072 4:0.430331 5:0 6:0.3452055
1 1:0.01015975 2:0.0950105 3:0.2149455 4:0.409755 5:0 6:0.5890411
1 1:0.184845 2:0.295232 3:0.2749785 4:0.589882 5:0 6:0.430137
