-1 1:0.03479165 2:0.425153 3:0.2698585 4:0.859964 5:0 6:0.6191781
-1 1:0.185149 2:0.1799185 3:0.305008 4:0.739951 5:0 6:0.6383562
-1 1:0.02985415 2:-0.0549795 3:0.224841 4:0.549803 5:0.375 6:0.4575342
-1 1:0.1300655 2:0.1601585 3:0.2849475 4:0.680286 5:0 6:0.4931507
-1 1:-0.0402056 2:-0.0401647 3:0.379814 4:0.87 5:0.875 6:0.539726
-1 1:0.309834 2:0.02480815 3:0.345034 4:0.859595 5:0 6:0.739726
-1 1:0.14486 2:0.02514665 3:0.3551135 4:0.859506 5:0.125 6:0.5616438
-1 1:-0.0601525 2:0.2047945 3:0.2597915 4:0.650101 5:0 6:0.5424658
-1 1:0.205211 2:-0.01502185 3:0.345103 4:0.790196 5:0 6:0.3506849
-1 1:-0.0151548 2:0.315232 3:0.3499785 4:0.809882 5:0.5 6:0.430137
-1 1:0.0251822 2:0.339832 3:0.364764 4:0.800221 5:0.375 6:0.3945205
-1 1:0.2849415 2:0.219981 3:0.3148215 4:0.800243 5:0.125 6:0.4438356
-1 1:0.3649775 2:0.1097815 3:0.285127 4:0.76988 5:0 6:0.6054795
-1 1:0.1749185 2:-0.0652295 3:0.2900345 4:0.640153 5:0.25 6:0.6356164
-1 1:-0.1149395 2:-0.2299345 3:0.229969 4:0.559964 5:0 6:0.4958904
-1 1:0.1601585 2:0.269838 3:0.345007 4:0.839803 5:0 6:0.490411
-1 1:0.2100275 2:0.4650025 3:0.300007 4:0.85966 5:0.625 6:0.5561644
-1 1:0.2802125 2:0.4000065 3:0.2399475 4:0.73015 5:0.125 6:0.6547945
-1 1:0.095076 2:-0.01018485 3:0.34003 4:0.790181 5:0.25 6:0.5041096
-1 1:0.129825 2:0.0647555 3:0.185107 4:0.430053 5:0 6:0.4657534
-1 1:0.064838 2:0.3951045 3:0.305148 4:0.639514 5:0 6:0.4876712
-1 1:0.1250025 2:0.0400723 3:0.220087 4:0.709541 5:0.5 6:0.5534247
-1 1:0.134778 2:0.400072 3:0.3701555 4:0.879892 5:0 6:0.3863014
-1 1:0.4151185 2:0.089841 3:0.410057 4:0.589873 5:0.75 6:0.5780822
-1 1:-0.059955 2:-0.149762 3:0.3399245 4:0.810001 5:0 6:0.5205479
-1 1:0.25486 2:0.3201465 3:0.2151135 4:0.529506 5:0 6:0.5616438
-1 1:0.1701385 2:0.3347635 3:0.299869 4:0.649763 5:0 6:0.6109589
-1 1:-0.1348955 2:0.094956 3:0.169869 4:0.370419 5:0.375 6:0.4849315
-1 1:0.364786 2:0.004798645 3:0.50522 4:0.790096 5:0.25 6:0.6849315
