-1.008556,-0.632717,-0.534187,-0.497419,-0.955969,-0.486691,-1.166799,-0.062547,-1.726510,-1.029126,-1.162030,0.517340,0.384988,-0.609059,0.211398,-0.290691,0
-0.760182,0.070823,0.089401,-0.430188,0.351979,0.888457,-1.390123,-0.385518,0.299101,-0.347609,0.518879,0.242231,-1.096163,-0.092464,0.464128,0.151219,1
0.612922,-0.191326,0.378000,-0.296060,0.609849,-0.063765,1.261397,0.472583,-0.230681,1.893622,-0.068011,-0.198841,0.314018,1.267111,0.849428,1.241657,0
-2.019638,-0.125241,-0.592024,0.251107,-0.910043,-0.041612,-0.649354,-0.045833,0.868732,-0.017353,0.914537,-0.340980,-0.725097,0.341877,-0.169447,0.475012,1
0.066029,1.086226,-1.332722,-1.166970,0.666904,-0.263803,-0.615464,0.173666,-0.468525,-1.444846,0.435919,0.336486,0.233080,-1.178792,0.811755,0.054359,0
-0.530287,-0.578956,-0.201210,1.355215,-0.531801,-0.396508,0.407843,-0.957757,0.274318,-0.533515,-1.060341,0.695942,0.171195,0.495347,-0.099912,-0.798270,1
1.553643,0.843931,-0.252487,0.185961,0.507306,-1.102031,0.715400,0.227909,0.338266,-0.622695,-0.510578,0.021182,0.910630,0.507315,0.107595,1.309940,0
-1.622607,-0.752693,-1.207498,-0.233799,-0.578262,-0.156986,1.763829,0.126354,-0.464457,0.203039,1.008283,1.037102,1.040137,0.145527,-0.552685,0.085861,1
1.660083,-1.038872,-0.274531,-0.259305,0.239728,-0.172613,-0.071962,1.036584,1.058871,-0.460263,-0.345606,0.368247,0.820796,0.119081,-0.603364,0.024405,0
0.437746,-0.379433,-0.309556,1.475341,0.189292,-0.738276,-0.641971,-0.388130,-0.662243,-0.130450,0.428700,0.840787,0.441448,0.187979,0.101764,0.350822,1
0.154125,0.359373,0.147317,0.200933,1.385943,0.457960,0.377000,1.495189,0.060458,-1.000521,0.737298,0.280674,-0.127553,-0.565648,0.362144,0.326714,0
-0.401825,0.521196,0.744326,-0.067285,0.020588,-0.893401,0.683691,0.126112,0.923267,0.826547,0.856601,-0.141127,0.245725,0.013741,-0.260106,-1.390909,1
0.848733,-0.136589,-0.212238,1.240603,1.498090,1.352571,0.939738,2.957095,0.809575,-0.480803,-0.620325,0.237221,0.018296,0.050352,-0.508700,-0.373102,0
-1.303009,-0.840086,0.384540,1.365237,-1.376881,0.945714,-0.344463,0.582291,0.569146,0.146400,-0.541394,-1.639542,0.320437,0.080617,0.870505,0.258923,1
-1.250910,0.904439,0.339974,-0.000234,0.293327,-0.731726,-0.262272,0.190393,-0.328023,0.166036,-0.268681,0.095399,0.441315,-0.552059,1.164278,0.416506,0
-0.993348,0.621288,0.513821,-0.264393,-0.230841,-0.122911,1.010120,-1.680428,0.929578,0.146304,-0.662153,-1.227949,0.531221,1.056971,1.184398,-0.050925,1
1.498817,0.720279,-0.506871,1.045164,0.277464,0.205430,0.365670,1.084298,0.082173,-0.984696,0.464850,-0.344534,-1.907441,1.131446,0.574779,-0.273296,0
-0.450782,-0.091343,-0.872612,0.887574,-0.424661,-1.557351,-0.432906,1.565711,0.468791,-0.298274,-0.112823,-0.001351,0.015078,-0.658017,-0.086098,1.613026,1
2.583299,-1.095356,-0.398162,-1.124971,1.494663,0.927314,0.800677,-1.329151,0.774463,-0.860530,0.262833,0.102512,1.385227,-0.825965,0.026465,0.233198,0
-0.748405,0.461356,0.295899,-0.065961,-1.320851,0.325292,0.156877,0.334575,1.033649,0.151738,-0.025104,-1.563658,-0.036951,0.338376,1.516780,-1.441179,1
1.121112,-0.065820,-0.466924,-0.193154,0.610058,-0.383860,-0.218351,-0.550697,0.259944,-1.286475,0.999758,-0.653280,-0.337645,-0.877293,-0.626136,-1.793830,0
0.032267,-0.643657,0.373846,0.725232,0.841603,0.965489,-1.561733,1.103884,-0.473158,0.133574,0.707204,0.005852,-0.505573,-0.615263,-0.554581,0.720643,1
1.675237,0.253665,-0.150408,-0.271970,1.485290,-1.288166,0.782339,-0.438694,0.336473,0.391223,-0.673380,1.197446,-1.561519,-0.490627,-0.196061,-0.535229,0
