0.177713,-0.121814,-2.785536,0.008770,-0.661304,0.669312,-4.118676,-5.166089,0
4.443276,0.635048,-2.044532,2.987038,3.215816,2.520811,1.615076,0.018759,1
-3.542948,-1.228138,-2.570892,-0.817554,-1.756907,-2.598438,-0.150749,-1.901439,0
4.376575,4.534681,0.401039,3.037178,5.959280,3.076424,1.898842,1.472632,1
2.398908,-1.941684,-4.654834,2.759097,2.427135,-1.258101,-3.486356,-3.146756,0
4.028191,-3.327772,0.508510,2.529413,-1.491632,1.716317,3.448637,-0.794248,1
-2.905281,-2.448654,2.783155,-1.255286,1.438581,0.305635,-2.649458,-3.939546,0
1.232361,1.754662,1.540733,1.078946,2.374063,1.636771,1.361219,0.447145,1
-3.436774,0.699036,-3.354821,-1.815088,1.002577,1.266012,-6.976384,-3.771712,0
3.287926,0.218865,-2.690420,0.200251,-1.447076,3.798164,1.578586,-0.354406,1
-0.658629,0.951111,-1.465570,-0.430369,-0.466994,-1.581747,-0.742441,-0.781328,0
2.484889,4.727878,-0.499908,-1.185910,-2.846761,2.560697,-1.304011,1.085932,1
-2.759914,-4.229067,0.609925,0.554840,2.356396,-1.922916,-0.886268,-0.136261,0
0.752224,3.011724,2.586663,-0.145538,3.458225,4.752646,3.869559,-0.920204,1
-4.275205,-2.635816,-2.193320,-2.813005,-3.714070,-0.480883,-0.628012,-1.195419,0
-0.589404,-1.359297,-1.702418,2.057067,2.192719,-0.856127,4.262823,0.796664,1
-1.023204,1.647537,1.227825,-2.430299,-1.602185,-4.154852,-2.858364,0.398869,0
1.323955,2.101295,4.000593,0.774446,-2.483512,3.946502,2.069705,1.971500,1
-1.430876,-2.659481,-0.438183,-0.037812,-1.726202,4.590917,-1.713027,-3.207485,0
-2.155077,3.705631,-0.697008,0.261842,2.113832,-3.323535,-1.803144,-0.004633,1
-0.238690,-4.861775,0.245909,-3.508233,-0.990439,-1.444554,0.086443,-1.144765,0
3.190983,3.969640,-0.092361,-0.692706,2.592874,-2.408404,0.758007,0.774992,1
-1.797873,-1.161330,0.662168,0.381535,-1.310007,1.271613,-0.123590,-1.708668,0
2.112227,0.833997,-2.288366,0.873498,0.856705,-0.546446,2.271476,-1.327240,1
2.130622,-1.108793,-0.426686,-2.719211,-3.992497,0.675756,-3.970144,1.184843,0
2.899071,3.573470,-1.331490,0.836467,-2.975767,2.862840,2.566187,0.642732,1
-2.872617,2.377359,0.475599,-3.239807,0.009267,1.234009,-1.039022,-0.831874,0
3.360024,2.476083,0.540325,-0.168336,2.850416,-1.415631,-1.397561,3.628832,1
2.434743,1.396981,-2.419574,-2.669026,-2.129431,-0.834929,1.907098,0.923078,0
4.638736,0.205861,6.632932,1.537278,0.960132,1.648180,-0.187882,-1.790560,1
-0.685675,-2.408756,-0.453650,-0.244600,-1.693220,-1.231508,-0.174654,0.665997,0
1.387642,3.911231,1.478670,1.556926,-0.740939,1.944029,6.271739,1.041954,1
-4.153614,-2.601485,-0.568993,0.545910,0.598054,-8.123430,-1.353846,0.819152,0
-1.449148,2.214744,3.868649,4.239831,2.517594,3.278511,4.349380,1.211916,1
-2.351323,2.302144,-0.866353,-0.814571,-0.840980,-2.126739,-0.305022,-1.246759,0
2.425493,3.786158,3.400440,4.699326,2.626184,1.385740,-0.147492,-0.866267,1
-2.585207,0.694958,-3.869657,-3.368411,-4.248070,-1.056770,1.305468,-2.153345,0
3.313054,-0.634013,-1.194362,0.917685,1.532236,5.003719,1.197842,1.672709,1
-0.316147,-0.762519,-0.933597,-3.665446,1.404031,-6.915535,-2.102365,-2.521869,0
-0.111084,1.978398,-0.517706,3.484553,-1.015611,-0.137956,4.278911,3.925010,1
-4.443773,-0.207919,-0.012994,-1.151140,0.328775,-1.528616,-2.430646,-4.283462,0
6.172957,0.081434,1.419832,7.155078,-1.251734,1.080872,-0.209206,4.677387,1
-3.184576,-3.520363,-0.521454,2.501677,-1.670732,1.727041,-3.943070,-2.878066,0
3.116301,-2.693950,2.570220,0.133096,-0.105788,0.888078,0.873816,-0.067350,1
3.431875,1.938229,-2.319741,-1.100012,0.156984,-3.170789,1.013431,-1.626977,0
-0.549030,0.600376,0.104593,-3.930365,2.175299,-0.294611,5.244978,-1.309040,1
4.699565,-2.277931,2.945120,-0.341915,0.383320,-0.245514,-2.129833,-2.937845,0
-1.145080,2.668550,-0.534574,-2.562942,-3.320664,-1.400687,-1.135429,0.955730,1
1.187357,0.686522,-2.991469,-5.895948,0.219972,-1.844024,-2.262492,0.358493,0
2.786087,-0.489880,4.347845,-1.187950,6.482007,1.075600,-3.466110,0.078519,1
3.091501,3.467883,-0.172318,0.341263,-1.610240,0.654853,-3.414721,0.907254,0
-1.486135,2.436054,0.362847,3.231067,-1.733831,-2.757894,0.116702,0.034594,1
-4.249480,-2.602136,-2.238809,0.508785,-2.531134,-0.541910,0.656199,-0.124319,0
-0.484610,1.434381,-0.003632,-0.151215,-1.352351,-0.181057,0.712369,-1.386324,1
-2.727494,0.575623,1.847524,2.845055,1.339638,1.519468,-2.653613,0.428071,0
