-1 1:1.797174 2:-0.4119808 3:1.471746 4:-0.2161467 5:2.907988 6:0.4437605
-1 1:1.50843 2:-0.3651699 3:0.8132584 4:0.4624659 5:-0.5266434 6:0.01956935
-1 1:1.163487 2:1.367347 3:0.1084402 4:-0.1185529 5:0.04579508 6:-0.7722541
-1 1:0.5340286 2:-0.01879741 3:1.00183 4:0.1713734 5:-0.5266434 6:1.065907
-1 1:1.825619 2:0.6974963 3:0.4872821 4:0.9927641 5:0.6182336 6:-1.564077
-1 1:1.738157 2:-0.641595 3:1.048034 4:1.091781 5:2.907988 6:0.4154811
-1 1:-0.1561378 2:0.02848258 3:0.3920153 4:0.2195872 5:-0.5266434 6:1.094187
-1 1:0.5629471 2:0.02873214 3:-0.6884572 4:-1.133762 5:-0.5266434 6:-1.139886
-1 1:0.5606904 2:1.160593 3:0.6239549 4:0.7993816 5:-0.5266434 6:1.88601
-1 1:-0.1281121 2:-0.5953794 3:1.18887 4:0.8982094 5:0.6182336 6:0.4154811
-1 1:-0.2136705 2:-1.566702 3:-0.6430186 4:-0.262749 5:-0.5266434 6:-0.9419305
-1 1:0.01500196 2:-1.774685 3:0.2525586 4:0.7994058 5:2.335549 6:0.7548339
-1 1:0.8486815 2:1.206478 3:0.7650594 4:0.9443277 5:-0.5266434 6:-0.1218277
-1 1:1.940877 2:0.4671136 3:1.190222 4:1.187081 5:2.335549 6:-0.3763424
-1 1:-0.96116 2:-0.7569066 3:0.01720135 4:-0.9437328 5:-0.5266434 6:1.009349
-1 1:1.049839 2:-0.06490585 3:0.1096702 4:-0.3142002 5:-0.5266434 6:-0.9136511
-1 1:-1.706625 2:-1.197647 3:-0.498196 4:0.2688123 5:-0.5266434 6:1.603216
-1 1:-0.5581437 2:0.3974633 3:-0.07728143 4:0.6551564 5:-0.5266434 6:0.5003193
-1 1:0.2175955 2:0.07417971 3:0.5772627 4:0.8475324 5:-0.5266434 6:-1.366122
-1 1:1.106898 2:1.367069 3:0.342605 4:0.1696361 5:-0.5266434 6:-1.592357
-1 1:-0.04100333 2:-0.1110651 3:1.001445 4:1.043843 5:0.04579508 6:0.5285987
-1 1:-0.3854479 2:-1.196885 3:1.048766 4:0.5571077 5:-0.5266434 6:0.2175252
-1 1:1.596421 2:0.3736558 3:1.75295 4:1.186906 5:-0.5266434 6:-0.4611806
-1 1:-0.6739576 2:0.1195441 3:0.6746186 4:1.189529 5:-0.5266434 6:1.320422
-1 1:0.3038659 2:1.43726 3:0.6246497 4:0.2675832 5:-0.5266434 6:-2.101386
-1 1:1.969944 2:2.014912 3:1.050155 4:1.235261 5:-0.5266434 6:-0.6591364
-1 1:-0.6713764 2:-1.081815 3:0.7685474 4:0.947662 5:1.190672 6:0.6134369
-1 1:-0.4713942 2:-0.9655196 3:1.095355 4:0.800543 5:-0.5266434 6:-0.4046218
-1 1:-0.8727913 2:-0.8492015 3:0.8130331 4:0.2222246 5:-0.5266434 6:0.6417163
-1 1:0.1884645 2:0.9992785 3:-1.015462 4:-0.698294 5:0.04579508 6:-1.875151
-1 1:1.050864 2:0.6752716 3:0.2501174 4:0.6089994 5:-0.5266434 6:0.8396722
1 1:1.50862 2:1.806715 3:0.4836766 4:0.4635063 5:1.190672 6:-0.2632247
1 1:-0.6139527 2:0.1890903 3:-0.5459303 4:-0.2621586 5:-0.5266434 6:0.6134369
1 1:-0.1261368 2:0.144269 3:-0.3598378 4:0.318023 5:-0.5266434 6:-1.139886
1 1:0.907647 2:-0.4343233 3:-0.454053 4:0.4626933 5:-0.5266434 6:1.235584
1 1:0.3601468 2:-0.2267244 3:-0.5021817 4:-0.5527429 5:-0.5266434 6:-0.2632247
1 1:0.4748592 2:0.5372282 3:0.2034769 4:-0.2161031 5:-0.5266434 6:-1.083328
1 1:-2.424028 2:-0.851381 3:-2.144569 4:-2.152489 5:-0.5266434 6:-0.8288129
1 1:-0.4430591 2:-0.6892392 3:-2.004101 4:-2.439642 5:0.04579508 6:0.1044076
1 1:-0.6718143 2:0.0270453 3:0.907929 4:0.6061926 5:-0.5266434 6:-0.4611806
1 1:0.4749454 2:1.43802 3:-1.203625 4:-1.234172 5:1.190672 6:0.274084
1 1:-0.6161377 2:-1.104372 3:0.2491316 4:0.5094069 5:-0.5266434 6:-0.8005335
1 1:0.3620677 2:1.436347 3:-1.441071 4:-1.472913 5:-0.5266434 6:-1.168166
1 1:-0.9892603 2:0.1896472 3:0.109196 4:1.04077 5:-0.5266434 6:1.490099
1 1:-1.103364 2:-0.1114187 3:-2.378129 4:-2.584903 5:-0.5266434 6:1.207304
1 1:-1.304292 2:-0.5505025 3:-0.07802786 4:0.4612561 5:-0.5266434 6:1.40526
1 1:0.6761665 2:0.6755397 3:-0.03095078 4:0.6093865 5:1.763111 6:0.5851575
1 1:-0.5015144 2:0.9758592 3:-0.8783241 4:-1.087034 5:-0.5266434 6:-0.3480629
1 1:-0.7867477 2:-0.6420405 3:-0.6876028 4:-0.6034538 5:-0.5266434 6:-0.3763424
1 1:-0.326922 2:0.8605165 3:-1.250734 4:-1.233069 5:-0.5266434 6:-1.648916
