-1 1:0.8778613 2:0.05018502 3:-0.1266354 4:-0.6005938 5:-0.5266434 6:-1.055048
-1 1:-0.09823462 2:1.506827 3:-0.3616499 4:0.5087827 5:-0.5266434 6:-1.366122
-1 1:1.68094 2:-0.134764 3:0.956391 4:0.7996574 5:-0.5266434 6:1.179025
-1 1:0.9347394 2:0.1436982 3:2.456741 4:1.042038 5:0.6182336 6:-1.790313
-1 1:0.1602953 2:-0.08701035 3:0.2970771 4:0.2213874 5:-0.5266434 6:-0.4329012
-1 1:-1.218131 2:0.09602079 3:0.7660593 4:1.08983 5:-0.5266434 6:-0.8288129
-1 1:-1.104406 2:-0.2044096 3:0.7210854 4:1.139723 5:-0.5266434 6:-0.7156952
-1 1:-1.448515 2:-0.06524321 3:-0.07945971 4:0.02733698 5:-0.5266434 6:-0.2349453
-1 1:1.250693 2:-0.9434669 3:1.004064 4:0.8495262 5:-0.5266434 6:1.603216
-1 1:0.1609815 2:0.7219532 3:0.06267289 4:0.07605888 5:-0.5266434 6:-1.139886
-1 1:1.651777 2:1.344345 3:0.3918932 4:0.7028959 5:1.763111 6:1.518378
-1 1:1.280599 2:-0.2725533 3:0.4378952 4:0.7511388 5:-0.5266434 6:0.5568781
-1 1:-0.3564786 2:-0.1097572 3:0.9994589 4:1.234443 5:-0.5266434 6:0.1609664
-1 1:-0.8150613 2:-0.1339276 3:0.06234897 4:0.07555075 5:-0.5266434 6:1.235584
-1 1:-0.9587023 2:-1.081265 3:0.7192216 4:0.8003397 5:-0.5266434 6:-0.03698947
-1 1:0.6488988 2:-0.6880637 3:0.9543019 4:0.7541778 5:2.907988 6:0.8396722
-1 1:-0.6723417 2:-1.404537 3:-0.1724731 4:0.1730042 5:-0.5266434 6:0.3589222
-1 1:0.6204741 2:0.6969117 3:0.5306457 4:0.7531567 5:0.6182336 6:-1.168166
-1 1:-0.2141787 2:-0.2726226 3:0.1099471 4:0.2206373 5:-0.5266434 6:1.292143
-1 1:1.423331 2:1.413624 3:0.4383741 4:0.3160776 5:-0.5266434 6:1.40526
-1 1:1.651576 2:1.275488 3:0.7689605 4:0.7510129 5:-0.5266434 6:0.7548339
-1 1:0.5319441 2:1.875459 3:0.7221276 4:1.139932 5:-0.5266434 6:1.546657
-1 1:0.1873562 2:1.021744 3:1.097106 4:1.187337 5:-0.5266434 6:-1.535798
-1 1:-0.9306939 2:-1.336396 3:-1.016626 4:-1.182513 5:0.04579508 6:-0.3197835
-1 1:-0.6436299 2:-0.1336318 3:0.4847658 4:0.511754 5:-0.5266434 6:0.3589222
-1 1:-0.01152777 2:-0.73447 3:1.096331 4:0.6063668 5:0.04579508 6:-0.3763424
-1 1:-0.443975 2:-2.306189 3:-0.4542736 4:-0.2150336 5:2.907988 6:0.01956935
-1 1:0.9350782 2:2.3853 3:-0.3148592 4:-0.4584689 5:-0.5266434 6:0.4720399
-1 1:-0.930714 2:-1.195804 3:-0.5028013 4:-0.9432343 5:0.6182336 6:0.1609664
-1 1:-1.01852 2:-0.5028667 3:-0.9687133 4:0.1726606 5:-0.5266434 6:0.6982751
-1 1:1.279695 2:2.038458 3:0.2514413 4:0.07260363 5:-0.5266434 6:0.1892458
1 1:-0.5300404 2:-0.1117999 3:-2.145558 4:-2.828258 5:-0.5266434 6:0.07612817
1 1:0.4745692 2:0.7433621 3:-1.112545 4:-1.086603 5:-0.5266434 6:0.04784876
