-1 1:-0.4421501 2:-0.5725262 3:-0.1254476 4:-0.4556427 5:-0.5266434 6:0.8396722
-1 1:1.279787 2:0.2598174 3:1.14299 4:0.897227 5:0.6182336 6:-0.630857
-1 1:1.107941 2:-0.04257258 3:1.426054 4:-0.2154934 5:0.04579508 6:-0.9984893
-1 1:0.01645191 2:0.6741879 3:-0.2188648 4:0.3644704 5:-0.5266434 6:1.40526
-1 1:1.509246 2:-0.3198263 3:0.2987625 4:0.654958 5:-0.5266434 6:0.7265545
-1 1:-0.4430901 2:0.4442742 3:0.295434 4:-0.2165048 5:-0.5266434 6:0.4720399
-1 1:2.25598 2:0.7662661 3:3.441566 4:0.9445649 5:3.480426 6:0.896231
-1 1:-0.8445572 2:0.465979 3:0.4856343 4:0.4628434 5:-0.5266434 6:-0.3197835
-1 1:0.3312254 2:0.8829098 3:1.144314 4:1.041021 5:0.6182336 6:-1.479239
-1 1:-0.6450735 2:0.398175 3:-0.6905416 4:-0.8934623 5:-0.5266434 6:-0.3480629
-1 1:0.3902943 2:1.043783 3:1.190072 4:0.8484954 5:-0.5266434 6:0.4437605
-1 1:0.1597727 2:-0.1804427 3:-0.5945143 4:-0.7981284 5:1.763111 6:-0.9136511
-1 1:0.8771406 2:-0.3408887 3:0.2014677 4:-0.06879052 5:0.04579508 6:-1.281283
-1 1:1.193436 2:-0.1335301 3:0.1118813 4:0.1234258 5:-0.5266434 6:-0.9702099
-1 1:-0.4418483 2:0.8133289 3:0.5806992 4:0.1706185 5:2.907988 6:-0.6591364
-1 1:-0.5008614 2:-0.9420948 3:-1.625492 4:-0.7456464 5:-0.5266434 6:-1.224725
-1 1:0.4755225 2:-0.2719132 3:0.4389609 4:0.26798 5:2.907988 6:1.094187
-1 1:1.280137 2:1.667308 3:0.4837846 4:0.6534724 5:3.480426 6:-1.818592
-1 1:0.8193782 2:1.091458 3:1.18887 4:0.7046381 5:-0.5266434 6:0.4154811
-1 1:0.3599574 2:2.130426 3:0.3438021 4:-0.118248 5:-0.5266434 6:0.01956935
-1 1:0.8769109 2:0.6523699 3:-0.3586031 4:-0.5082796 5:-0.5266434 6:0.274084
-1 1:1.136497 2:0.02852648 3:1.001262 4:0.4633515 5:-0.5266434 6:-0.4329012
-1 1:1.050951 2:1.482911 3:-0.1268232 4:-0.311195 5:-0.5266434 6:0.3023634
-1 1:-0.09932854 2:-0.4807506 3:0.2523755 4:0.5105635 5:-0.5266434 6:1.122466
-1 1:0.1878587 2:1.622803 3:0.720184 4:0.8469469 5:-0.5266434 6:1.659775
-1 1:0.5609401 2:-0.2265257 3:-0.5951105 4:-0.02146234 5:-0.5266434 6:0.01956935
-1 1:-0.09838966 2:-0.735712 3:1.094266 4:1.041351 5:3.480426 6:0.896231
-1 1:1.335746 2:1.34481 3:0.8159062 4:0.7026201 5:-0.5266434 6:0.7548339
-1 1:-0.127535 2:0.004598803 3:0.06116594 4:-0.262749 5:1.763111 6:-0.9419305
-1 1:1.883298 2:0.7671858 3:0.9541235 4:1.091597 5:1.190672 6:1.857731
-1 1:-0.8170545 2:-1.334947 3:0.2507277 4:0.6049828 5:-0.5266434 6:1.659775
1 1:-1.162054 2:0.7662985 3:-0.8740239 4:0.1720751 5:1.190672 6:1.546657
1 1:-2.023541 2:-0.2260104 3:-2.284213 4:-2.297106 5:-0.5266434 6:-0.8570923
1 1:-1.849441 2:-1.012154 3:-1.953743 4:-1.956953 5:-0.5266434 6:-0.8853717
1 1:0.5035854 2:0.9742463 3:-1.018865 4:-1.231293 5:-0.5266434 6:0.07612817
1 1:0.2751713 2:0.698684 3:-0.3120237 4:-0.5051196 5:-0.5266434 6:0.3306428
1 1:1.194131 2:1.230017 3:0.2047679 4:0.3167019 5:-0.5266434 6:0.8113928
1 1:0.01770662 2:0.859204 3:0.8624387 4:0.3669481 5:0.04579508 6:0.6134369
1 1:-1.907358 2:-0.5720155 3:-1.392975 4:-0.4571816 5:-0.5266434 6:1.263863
1 1:-0.3006507 2:0.5122885 3:-2.520915 4:-2.58678 5:-0.5266434 6:0.04784876
1 1:-0.242368 2:-1.104259 3:0.4833856 4:0.315221 5:1.763111 6:-0.1218277
1 1:-0.9889731 2:-0.9423633 3:-0.9241102 4:-0.7979397 5:-0.5266434 6:-0.2915041
1 1:-0.1856248 2:-0.966501 3:-1.299614 4:-0.7946393 5:-0.5266434 6:1.150746
1 1:-0.4714881 2:-1.266048 3:-0.07997611 4:-0.3622882 5:-0.5266434 6:-1.366122
1 1:-1.619832 2:0.1898714 3:-1.768625 4:-1.859494 5:-0.5266434 6:0.3589222
1 1:-1.10424 2:-0.5729028 3:0.01440339 4:-0.603628 5:-0.5266434 6:-0.8005335
1 1:-0.7012892 2:0.02707765 3:-1.206385 4:-1.471665 5:-0.5266434 6:-1.055048
1 1:-2.080218 2:-0.5502876 3:-0.8756107 4:-0.7488113 5:-0.5266434 6:-0.5742982
1 1:-0.1845251 2:-0.8050341 3:-0.03242957 4:0.1218869 5:-0.5266434 6:0.896231
-1 1:-1.505353 2:-0.226052 3:-0.03023252 4:0.798496 5:-0.5266434 6:0.1892458
