0.601657,-0.217073,0
1.126628,2.493664,1
-1.460128,-2.838228,0
2.925929,0.402892,1
-1.655704,0.000453,0
0.142491,-0.960982,1
-1.220510,-1.874967,0
1.884631,-0.296513,1
0.748997,-0.798148,0
-0.663227,0.809300,1
-2.530442,-3.041793,0
0.356490,1.774136,1
-1.366767,-0.236484,0
-0.628148,0.303566,1
-2.385426,-0.002522,0
1.361548,0.878192,1
-2.755907,-1.376191,0
2.148983,1.926446,1
-0.841774,-1.072303,0
1.264044,-1.898930,1
-1.257554,-0.983141,0
1.176475,-0.065370,1
-0.661958,-0.983855,0
-0.595695,2.007784,1
-0.768047,-0.820157,0
0.716729,0.201030,1
-1.555523,-0.198048,0
1.133611,1.373366,1
-0.831900,-2.684928,0
0.079059,0.267951,1
-0.834825,-1.391510,0
0.766002,0.780327,1
0.886112,-0.744949,0
-0.457589,1.771955,1
-0.994495,-0.577870,0
0.776938,1.264212,1
-1.947036,-0.339813,0
-0.607365,0.933836,1
-0.269666,-2.002356,0
0.262639,1.013453,1
-0.462435,-1.760564,0
2.209598,0.724065,1
0.192776,-2.839020,0
3.007425,2.082185,1
-1.596659,-3.080216,0
-0.279949,-0.122509,1
-0.504092,-0.199454,0
1.982107,-0.017986,1
0.382980,-4.587726,0
1.291628,1.853428,1
0.704093,-1.969722,0
0.735342,0.958606,1
-0.315756,-0.500062,0
1.099802,-0.735555,1
-1.632002,0.005266,0
0.422225,2.467520,1
-1.716497,0.643056,0
0.232793,2.231925,1
0.096279,-1.110534,0
2.723350,0.241864,1
-0.865850,-2.229917,0
-1.145479,-0.354228,1
0.079359,-0.886548,0
0.850386,1.656015,1
-1.984795,-1.444371,0
0.330385,0.365257,1
-1.285471,-0.491817,0
2.884197,0.332239,1
-0.587942,-0.369706,0
0.991939,-0.848492,1
-1.068489,0.142874,0
3.646462,1.575355,1
-2.969657,-3.027559,0
0.535346,1.022509,1
0.182641,-1.294412,0
2.120280,0.041234,1
-2.083534,-0.021291,0
-0.027200,-0.797097,1
-1.643677,1.186959,0
0.945772,1.135418,1
-0.712307,-1.942821,0
0.852545,0.102164,1
-0.769250,-1.628902,0
3.069069,-0.457215,1
-0.115465,-2.388813,0
2.387547,1.857006,1
0.669879,-0.042262,0
1.626792,-0.242016,1
-1.020552,-2.044063,0
1.520431,1.368881,1
-2.361842,-1.138292,0
3.556414,-0.326367,1
-1.636179,-0.289766,0
1.590047,2.380203,1
-1.388281,0.638075,0
1.831421,0.638291,1
-0.587059,0.281306,0
-0.048413,2.412874,1
-1.648759,-1.251130,0
-0.892212,0.850052,1
0.433575,-1.148710,0
1.768292,-1.509106,1
1.056820,0.528855,0
0.842058,0.684556,1
-1.850972,-0.236437,0
1.620365,-0.862550,1
-2.524458,-1.293198,0
2.295056,-0.028273,1
-0.463962,-1.484335,0
3.061234,1.007448,1
-0.839068,-2.557339,0
0.848620,2.350984,1
-1.519693,-2.413069,0
1.131339,1.180982,1
-2.781300,-1.112894,0
0.196000,1.469244,1
-2.333142,-2.402489,0
2.016041,1.902179,1
-1.029468,-1.526422,0
1.090337,1.133489,1
1.033871,-0.089490,0
1.894992,3.972206,1
-2.136071,0.335199,0
0.354087,2.353487,1
-0.332865,-0.287722,0
1.653633,1.699430,1
-0.513949,-1.563882,0
-0.038913,1.533928,1
-1.870402,0.708050,0
1.356438,0.789270,1
-1.898239,-1.148722,0
3.972317,-0.710563,1
-3.037754,-0.151263,0
1.585522,0.672438,1
0.639084,0.785914,0
2.787178,-0.802524,1
0.196266,-1.016274,0
0.680655,3.114390,1
-0.217440,-0.862298,0
0.107756,-0.082920,1
-0.709899,-2.810341,0
2.555414,2.732004,1
-0.708141,0.300057,0
3.191144,0.253293,1
-3.453323,-0.339226,0
1.744488,0.714850,1
-0.022630,0.315256,0
1.110776,0.070256,1
0.100860,-2.436833,0
1.508639,1.373292,1
1.938554,-1.696514,0
0.870441,0.689726,1
-0.423952,0.201825,0
1.898564,2.326887,1
-1.745829,-1.789546,0
-1.390855,2.749986,1
-0.191724,-1.320939,0
-0.253206,0.307923,1
-1.404522,-1.170561,0
0.470304,2.591288,1
-0.450129,-1.726407,0
-0.672267,0.999058,1
-1.333176,-1.955737,0
0.858683,3.045375,1
-0.423542,-0.632291,0
-0.980294,2.748250,1
-1.750963,-0.634641,0
1.476938,1.755984,1
-1.212818,-3.300910,0
0.444643,1.501791,1
-1.826846,-0.594162,0
2.380928,1.763229,1
-0.190511,-0.364670,0
0.660208,1.703916,1
-0.454309,-0.475992,0
1.791514,0.767421,1
-3.427952,-0.770074,0
3.377323,1.510040,1
1.772463,1.097783,0
1.405052,1.595261,1
-2.437609,-1.125801,0
0.931591,2.927767,1
-1.256113,1.624556,0
1.937360,2.362429,1
-0.234518,-1.057667,0
0.908088,-0.392019,1
-0.415455,-2.094412,0
1.283354,0.444840,1
-0.533970,-0.838155,0
0.689250,1.403665,1
-1.047896,-2.870704,0
0.985862,-1.203931,1
0.142141,-0.410459,0
0.408720,0.396772,1
-0.771457,-0.250511,0
2.143113,2.324010,1
-0.041593,-0.235137,0
0.815687,2.613771,1
-0.045876,-0.294329,0
3.019917,0.337577,1
-1.909606,-0.518485,0
1.226237,1.493934,1
-0.782543,-1.610828,0
0.823159,2.029726,1
0.693187,0.147337,0
2.436436,3.643322,1
-1.784645,-1.971320,0
-0.802715,0.694079,1
-0.342495,-0.207492,0
3.175677,1.168925,1
-2.459453,0.135029,0
2.593368,0.824975,1
-2.155102,-1.351974,0
1.575037,3.346957,1
-1.013500,-2.906759,0
-0.113205,-0.043055,1
-1.013811,0.233899,0
-0.006215,0.949249,1
-2.399527,-0.468732,0
0.370833,2.316135,1
-0.930532,-1.265731,0
0.971375,0.510482,1
-1.622828,-2.481553,0
1.191198,1.023512,1
1.065387,-2.393628,0
-0.699950,2.219393,1
-1.569976,-3.262306,0
0.699452,1.640693,1
-2.328697,-0.695570,0
2.541554,0.816957,1
-3.625600,0.019941,0
0.132872,2.912457,1
-1.428403,0.439177,0
1.009835,1.280910,1
-1.997813,-0.916573,0
2.596724,2.184943,1
-1.590086,-1.498721,0
1.281698,1.764426,1
-1.909545,-0.437153,0
2.704262,1.458487,1
-0.425027,-0.326690,0
2.105375,1.283904,1
-0.945291,-0.936579,0
-0.007397,3.046715,1
-0.275977,-1.826667,0
