-1.792298,-1.202430,-0.388258,-1.090101,0
2.081045,0.935647,2.024764,1.807679,1
-3.673097,-2.303788,-2.110383,1.428031,0
1.693616,1.108833,1.535566,0.176271,1
-1.784725,-0.273906,0.504022,-1.950356,0
2.512374,-0.260030,0.520419,1.525474,1
-1.784873,-1.171531,-1.217334,-2.888829,0
1.025592,-1.601316,4.057671,0.052629,1
-1.431166,-0.551707,-2.999816,0.753691,0
0.945929,-1.677605,2.278138,0.070443,1
-1.942914,-2.093532,2.547044,-3.500235,0
2.075323,0.497043,1.009131,0.582613,1
-1.813364,-3.110250,-1.721220,0.420250,0
-0.736405,1.349925,-0.836323,1.622872,1
0.178088,-0.093200,-1.067697,-2.179204,0
0.470025,-1.611520,1.700407,1.146059,1
1.570527,-1.149148,-2.245874,-2.327353,0
2.353436,0.217188,1.694116,-0.394432,1
-0.008945,1.534122,0.737634,-2.044520,0
1.588880,2.547502,-0.014853,1.889552,1
0.239639,-1.660712,-3.908831,-3.807546,0
2.973207,2.281165,3.335096,1.536863,1
-3.427156,0.259904,-3.273645,-0.760490,0
0.462729,-0.526353,1.165195,2.808399,1
1.271425,-0.953391,-3.743951,0.264914,0
-0.746068,2.085084,2.447788,-2.410661,1
-1.394626,-1.837821,1.600483,0.178225,0
-0.024520,2.672018,1.064943,-0.046498,1
-1.312860,1.107481,0.165020,2.042617,0
1.881832,1.828351,-1.030416,2.286088,1
2.083250,-1.390307,0.756296,0.399035,0
1.951386,-0.613159,0.266647,1.441559,1
0.395388,-1.951231,-0.573429,-1.059215,0
0.769001,0.410629,-1.443242,2.904639,1
-2.220165,-0.680715,-1.203382,2.184187,0
-0.973705,0.438690,2.313780,0.895588,1
-1.771269,-0.971453,-1.183070,-1.294201,0
0.226884,2.220870,0.282840,0.505935,1
-1.478854,-3.710372,-1.779940,0.266367,0
0.415804,2.432863,-0.249541,1.687628,1
-0.049800,-2.375686,-2.142393,-0.850836,0
0.993806,3.220886,2.004205,-0.619334,1
-0.459857,-0.667850,1.618937,-1.810715,0
3.218924,-1.495883,1.972925,2.263071,1
0.563020,-2.034620,1.050858,-1.546238,0
