0.414738,-4.823464,-0.705842,-3.923475,-7.278109,-0.246620,2.909893,-0.890839,-2.642043,0.267368,-2.136498,-1.498902,-1.153481,1.063635,0.203407,-2.815553,0
2.006909,-2.486491,1.224767,4.318906,1.041594,-5.401353,3.206717,-3.656784,0.900450,-7.048476,-2.760206,0.812915,2.377612,-1.506999,-0.576066,-2.361592,1
0.933531,1.384312,1.944689,2.023890,-4.927787,-0.121225,1.988817,-2.997734,1.516005,2.435822,-0.496805,3.166594,1.085823,-3.717082,-7.812491,-2.751631,0
9.072202,0.599311,0.128880,1.853112,-4.065245,5.366252,2.837745,-2.110997,-4.515700,-0.764604,-0.980817,4.109097,2.354806,1.988784,3.578353,-4.734210,1
1.873257,-3.901911,3.462221,-1.275951,1.036213,5.969347,1.119877,-1.643970,3.008438,-3.041356,5.780933,-4.612691,2.260662,-0.168247,0.001482,-5.880599,0
-0.922280,4.150811,-2.069257,-1.449506,4.845979,-0.854962,7.103526,0.814660,-0.842038,-1.236000,3.322389,0.511322,-0.167294,2.658412,2.828256,-2.421526,1
8.316631,4.530584,0.914921,-0.648308,3.386074,-1.684582,-3.977102,-0.544256,-0.076918,2.695108,-2.429688,-0.672606,-6.016691,-6.254738,-3.511823,-0.718273,0
3.416865,0.979281,5.204444,1.131173,6.020375,-3.015158,0.885889,-0.364096,1.228309,3.516353,-0.701022,1.487784,0.129876,-7.165535,-6.934929,1.606730,1
-3.974838,-1.158892,1.618704,-4.556671,-0.386362,-3.123482,0.705971,0.240881,-2.456526,-4.816521,-1.875830,4.534214,2.110266,0.853647,-1.789706,1.490561,0
0.591546,3.679330,-1.260768,1.919887,-0.524796,-1.359485,5.163247,2.111543,0.741352,-1.851443,0.958421,0.437592,-2.183375,1.199594,1.576022,8.758853,1
-8.510839,-1.459632,0.302509,-8.428572,-5.442454,1.171516,2.253284,0.912170,-0.545132,-1.841686,-5.667585,-2.451069,0.196884,6.526806,-1.857437,0.919594,0
