-0.709015,1.105762,0.675429,-2.001947,-0.442441,-3.754686,-0.009499,-0.895996,0
1.164030,0.092568,3.997077,1.119715,0.939186,-3.231164,0.533180,6.302547,1
-3.946038,-0.720824,1.951717,1.509208,0.819988,-1.139103,-3.039138,-5.191025,0
1.539831,-0.403329,1.045382,-1.770787,2.456565,-2.182051,1.625964,3.233082,1
-3.687157,-4.777364,0.219971,0.875753,3.292900,-2.612516,-5.071751,-4.139348,0
2.269511,3.950190,1.716682,-1.373975,0.339232,0.514160,0.803633,2.898082,1
-1.774385,-4.004946,0.074794,-0.732358,1.047727,2.973279,0.117711,0.112117,0
-0.636812,2.843816,5.126303,0.899251,4.349600,5.648492,6.819728,1.222521,1
0.196306,0.979573,-0.844932,-2.530582,-2.677988,-2.016521,-1.287782,-2.663456,0
2.186338,4.473951,1.176485,1.201833,0.402424,3.809237,6.884622,4.299075,1
1.244916,-1.485027,-0.155396,-2.731125,-2.209383,-0.089507,-2.993858,-3.571197,0
3.303846,-2.444553,0.066109,1.905772,0.230558,-3.273934,1.563774,1.516700,1
-3.157619,1.019117,-0.048543,-0.695724,-4.883665,-1.463285,-2.049229,1.998427,0
0.866632,-1.257010,4.427249,4.708518,0.767693,-1.989940,-0.234433,1.244827,1
0.055419,0.666014,-4.970758,0.589530,1.405249,-2.100233,2.914276,-3.034912,0
1.136374,0.630242,1.986619,2.629194,-1.858900,2.736591,2.429404,3.521672,1
-2.974407,0.082421,0.899224,-3.633203,1.172361,-2.444073,-0.967305,-1.612824,0
1.056051,-0.021899,-1.273523,-0.032319,0.991425,3.569553,2.839833,0.358129,1
-3.827864,-7.366608,0.528288,0.103268,-4.718422,0.458548,-1.253890,-0.773821,0
-0.121387,1.769157,-1.470460,6.155013,-2.502303,1.094063,0.320496,-0.034198,1
-2.227771,-0.806251,-3.174068,-1.439253,-2.013743,-1.008489,-3.802686,0.441812,0
-0.431980,2.598866,1.618057,2.728864,0.851494,-0.986337,4.733684,2.712727,1
-2.217128,-0.257255,-0.115233,-2.697111,-2.628137,-2.821718,-2.584899,-1.877194,0
1.128994,-3.697681,2.361400,5.527884,0.401472,5.546886,0.563862,-4.097084,1
1.438679,5.216409,1.253092,-1.681102,-2.714558,-4.017605,1.110239,-1.129797,0
1.358212,0.338441,-1.980208,2.214619,-3.700344,1.576571,0.952143,-3.034191,1
-3.998689,2.862051,1.660181,-0.525988,1.462402,1.039349,-3.086323,-1.221989,0
2.140729,-1.874599,2.292222,4.527099,0.279678,3.146002,0.834005,-0.588993,1
-7.166027,-2.196524,-1.942924,4.248063,-3.114440,-1.403232,-2.008370,-2.550921,0
-0.790972,-0.223668,0.864806,-1.270998,-3.694166,0.649240,1.557976,3.147140,1
-1.476417,-4.239614,0.020933,-0.419196,-0.208904,-0.955888,-4.005314,1.506511,0
1.485869,-0.620651,-0.808360,-0.412403,1.154677,-1.773505,1.825119,3.285373,1
-1.564620,-0.899492,1.545050,-1.803887,-5.231899,2.107361,0.704448,2.836390,0
