-7.171938,-4.170033,1.509865,-1.564167,-3.891623,0
3.617598,-8.560960,1.093971,0.476027,2.172710,1
10.602577,0.116310,3.223740,2.101524,-3.644783,0
4.717060,6.675243,0.229406,-1.945356,5.584587,1
1.477926,3.899349,0.072844,-3.708443,2.671438,0
8.117207,-6.532111,-6.394688,1.908497,-2.214703,1
8.129768,0.134798,-2.696869,1.675056,3.059231,0
-5.234978,4.663280,2.132721,6.428934,8.416656,1
-1.070503,-6.411354,-1.523010,-0.001743,0.303408,0
-4.391359,5.492664,1.505983,-3.064928,0.989889,1
3.005056,-3.857283,8.087835,0.617285,-1.741055,0
1.106718,7.003788,8.437805,4.399153,4.396658,1
2.899481,-0.073597,-0.540943,0.894817,-9.787578,0
9.016348,5.278671,4.234722,-4.284908,-5.261053,1
-0.728283,-3.645144,4.235891,1.443085,5.930433,0
0.786160,9.399082,-0.688490,1.013083,4.523331,1
0.034775,2.981800,-0.932152,-3.958878,3.703690,0
-0.854860,2.252724,-3.539722,-0.959637,-0.942825,1
4.553974,-2.606243,-0.159800,-7.063669,7.117121,0
2.533373,2.206144,5.048025,-6.864475,4.857662,1
2.586090,-4.664101,-7.586494,-4.842798,-1.248005,0
9.033691,4.908072,0.395931,2.735128,2.588604,1
-6.657618,-3.132807,4.185574,-4.167402,-6.344925,0
2.768847,9.027990,2.527420,4.220718,-3.896585,1
1.126947,2.013987,-3.049402,5.942616,-0.814716,0
10.612844,-2.677471,3.357269,-1.329693,-1.130388,1
-1.912521,-5.585361,-5.230646,-2.197763,-6.107367,0
-3.152122,-2.061552,12.816383,-1.022177,-2.329300,1
-8.121039,5.534309,-2.916317,-0.167669,-5.658150,0
-4.222643,-7.020114,5.555853,3.432343,-0.837639,1
1.576685,5.980822,-1.148407,2.234056,-2.465294,0
-1.028015,2.453543,-1.619417,-1.578249,-2.948042,1
1.754566,6.408606,-6.082169,-3.099239,1.507956,0
5.716591,-2.264755,2.262672,4.477137,0.337835,1
-3.688578,-1.480854,-8.537768,-3.006256,-7.260643,0
0.907488,1.070448,-4.070826,5.106403,-2.747396,1
-2.489534,-6.801409,4.970274,-1.735325,0.105970,0
6.510254,2.923340,1.295511,5.080160,10.726234,1
-6.623474,-3.694481,-1.879417,-1.545086,-2.874554,0
4.477087,6.647663,-2.217184,-2.199650,5.864483,1
1.352734,4.735733,-1.335640,-6.075060,2.821180,0
-4.222549,8.370396,1.078249,-0.069798,5.641100,1
6.890068,-5.853807,-1.892933,-3.567949,0.324198,0
2.789938,-0.159019,2.624453,0.173124,0.507656,1
0.449507,-2.575230,-14.817863,-0.074354,2.853659,0
-1.746025,3.916679,0.330303,3.816824,-2.208738,1
-5.663736,5.011782,-2.547522,-4.554272,-0.273903,0
6.181490,-3.192064,2.858467,7.193697,3.251923,1
-0.295465,-3.997065,0.324442,-5.081774,3.721184,0
5.216146,2.493643,2.180523,4.797028,-0.808239,1
-2.959959,4.449108,-0.085993,-7.210581,1.799589,0
-0.290398,2.222597,1.332497,6.152113,-1.258642,1
4.846502,1.846085,-1.336353,-3.217031,-3.825529,0
5.006279,3.853796,-1.622398,0.923906,6.765793,1
1.456894,6.202219,4.201859,-5.247189,-6.282801,0
3.320333,4.910330,3.972147,-0.252573,-3.420078,1
