-1.460484,2.678053,1.699141,-0.420088,-1.368372,0
-2.453361,-4.471067,0.488605,-2.877394,-2.557652,1
4.061668,-2.809676,3.292292,-1.932362,1.290586,0
-1.314455,4.574001,-0.852814,-0.796247,1.867271,1
0.230670,-2.558812,2.735768,3.255568,-2.964430,0
-3.969063,1.591757,-0.166927,-0.718958,1.910419,1
1.508888,0.860924,-2.316798,0.001282,6.368925,0
2.989212,-1.480381,0.979776,3.613489,-1.427910,1
4.168976,1.749815,1.883049,0.223595,-2.096989,0
-3.508845,-2.375860,-4.700921,-1.191754,-1.220012,1
1.104923,-5.326749,1.698350,-3.865843,1.074372,0
-0.849624,0.580197,1.286572,2.853960,-0.155520,1
2.873209,-2.021155,-0.537864,6.619967,-0.722054,0
0.447343,1.972574,2.416187,-5.248503,2.769344,1
0.516167,0.135811,-0.090286,-0.735707,-0.386555,0
2.142050,-0.802778,3.955490,4.178751,5.165625,1
-1.912126,1.862750,-0.087418,4.136417,5.066551,0
-1.608788,-1.842914,-1.718455,-0.031059,2.870590,1
0.458759,1.558795,-2.362593,-4.281145,-4.231915,0
-2.407946,0.797470,5.752216,-1.863647,-2.026395,1
3.440358,0.117088,4.724306,2.422286,2.635611,0
0.711030,-4.173311,3.286391,-1.934863,-1.502029,1
3.455111,-7.481285,1.880760,-1.638407,1.098003,0
-0.362649,-1.982603,-3.898046,4.648521,-1.987360,1
1.531745,-2.471004,-0.905424,2.269371,0.119041,0
3.054125,5.836035,-0.214162,0.592175,-1.505407,1
1.524627,4.401548,0.236131,1.818620,0.887762,0
-3.216965,1.429706,0.854045,-3.506830,-2.907468,1
-2.856857,1.012982,-0.752548,-2.064185,-2.705421,0
1.939116,-0.200458,-2.284849,6.210911,2.348442,1
2.526222,2.910788,-0.176906,-1.485182,-4.833174,0
-1.717225,1.185173,-1.785963,-1.310236,-3.651863,1
-0.037170,0.198561,-2.335928,1.365309,1.528035,0
-5.110399,-2.561062,2.314795,0.688522,-2.007999,1
0.934628,1.564188,-4.938376,-0.889321,-0.745098,0
-2.987049,1.924046,1.500368,-1.280612,-3.423041,1
5.393570,3.006278,0.164402,0.105339,4.194057,0
4.880518,0.651436,0.021186,1.055831,-1.044180,1
1.388872,-1.885486,-2.549001,3.486397,-1.503691,0
1.301764,-2.276295,-0.038241,1.999955,-5.771042,1
2.208611,1.836091,0.352850,-1.108446,0.797623,0
-2.654221,-4.797852,4.616398,-4.007268,0.544967,1
-0.068988,2.385425,3.980610,4.680628,-3.026383,0
1.469587,0.128465,-4.385967,4.880922,0.402259,1
-4.932372,2.383116,4.015802,2.745737,-3.415347,0
-2.756304,-0.374217,-0.690962,-1.312613,1.379861,1
0.140385,-2.870344,-1.942568,-4.580838,1.666548,0
-1.573713,0.577308,1.880663,-0.880405,-1.044856,1
3.121000,-3.549758,0.336537,0.169921,1.477549,0
-1.096676,-2.491632,2.294609,0.115619,-0.778819,1
1.424886,-0.087999,2.477075,-1.530828,-2.594369,0
0.308002,-2.368881,6.601059,2.698530,-0.084564,1
0.197392,2.837811,2.412600,0.554242,2.499626,0
0.709436,-0.070320,-1.667736,1.260309,4.077415,1
-2.530198,-1.901431,-1.812769,5.862213,-1.503149,0
2.897676,2.618847,2.637699,-1.341653,0.919617,1
2.511345,1.068388,-1.275597,4.424702,0.183914,0
1.864833,-0.878761,3.258484,-1.118487,0.693344,1
-0.383033,-1.374684,6.062614,-1.641447,0.556093,0
-0.791565,0.408692,1.066740,0.280951,-2.002755,1
1.976418,-0.789865,1.797689,2.538806,2.001545,0
-0.838808,-0.722203,0.275602,0.990877,-2.736532,1
3.293245,-2.864333,-2.744612,2.632222,-1.825941,0
0.011332,-1.243257,1.073922,-0.498922,-0.097359,1
-1.974712,-1.017798,-5.565336,-0.784027,7.757439,0
3.369419,3.650301,-0.110216,-2.352957,-0.008394,1
0.499109,2.663684,-0.981864,-0.144833,-2.259745,0
-2.496740,4.219849,-2.380929,1.108975,-0.215269,1
-0.228287,-1.442967,0.820384,-0.701766,1.858782,0
-2.544989,-0.492349,-0.521879,-2.823602,-0.438885,1
2.218075,0.276381,-0.590166,-1.178223,-4.617625,0
1.291475,-2.445621,-0.277438,-4.999328,-1.212502,1
3.731233,-3.370917,-2.259829,-0.510574,-1.201425,0
-0.840403,2.084826,-3.129992,2.004450,-7.210510,1
2.848454,-1.760130,-5.305717,0.611024,0.951372,0
-2.362835,4.233490,1.137787,0.973159,1.288582,1
0.882297,0.174628,0.511737,-2.505667,-3.568499,0
-2.950687,-1.145695,-0.521461,1.868860,-1.269435,1
1.970836,1.565006,-2.212895,5.397610,-6.932828,0
-4.082782,3.915325,-0.286444,-0.302855,4.384470,1
2.141499,-0.048270,-4.192425,-0.809240,-0.988342,0
-1.317289,-0.589458,-0.323380,-0.008594,1.098005,1
4.020718,1.278906,4.978226,-1.315732,0.582958,0
-1.231531,0.128244,-0.302753,0.773600,-1.537626,1
2.664494,0.206547,-1.708442,1.870773,-0.800199,0
-1.096402,3.470521,2.866743,0.918431,-6.232915,1
-5.616199,0.183985,0.965269,3.017497,-4.772316,0
0.741122,1.296322,1.676989,1.509741,2.232725,1
3.008463,1.355129,1.402082,0.161642,-2.587294,0
1.045403,-2.964617,-0.489693,-0.025484,1.582001,1
-1.284297,-1.213351,1.360911,-3.902272,-0.078092,0
-0.612398,1.089225,-3.278240,2.495152,0.674014,1
5.339928,1.470921,0.228622,-3.204453,0.663577,0
-1.216660,-0.563521,-0.060480,2.292336,2.008474,1
1.238795,3.606117,-1.002484,1.365294,3.417997,0
-3.802244,-2.294503,-4.726443,0.169113,0.578024,1
2.442875,0.185336,-4.051763,1.293060,4.877844,0
-1.523095,0.522985,2.466829,-3.211329,0.622106,1
0.131605,-0.109950,-6.656065,4.913746,-1.495299,0
-2.098967,2.351937,-2.566284,-2.249907,1.993067,1
2.583581,1.517494,0.794172,1.143494,2.037215,0
-2.353662,-1.093154,-0.166725,1.421131,0.009204,1
3.930373,1.549249,1.920520,0.237311,0.854328,0
1.790392,3.829601,0.374776,-2.740087,1.205500,1
0.494131,-2.672449,-2.319113,3.355791,1.137428,0
-0.630873,0.669147,0.486659,-4.096257,0.786001,1
0.138179,-0.498953,-4.422436,-0.780059,-1.544579,0
-3.076651,-0.488502,0.639921,-3.760166,-2.972297,1
3.917609,4.861128,-2.448072,-4.283092,2.339485,0
-1.325684,1.363590,-3.155922,8.287382,0.709910,1
-0.654925,4.608086,-5.697852,1.102620,-1.644717,0
-1.377898,-5.665023,-0.643229,-3.272661,-1.233023,1
-0.769494,-0.830416,-3.608312,0.241621,1.482057,0
-1.694270,-2.774459,-2.857422,2.401493,1.584209,1
